AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
201,1,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬಪ್ಪನಾಡು, ಮುಲ್ಕಿ-1 (ಉತ್ತರ ಭಾಗ)",
201,2,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಮುಲ್ಕಿ, (ಮಧ್ಯ ಕಟ್ಟಡದ ಉತ್ತರ ಭಾಗ)",
201,3,"ಸರ್ಕಾರಿ  ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು, ಮುಲ್ಕಿ,  (ಹೊಸ ಕಟ್ಟಡದ ಬಲಭಾಗ)",
201,4,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಮಾನಂಪಾಡಿ, ಮುಲ್ಕಿ",
201,5,"ಸಮಾಜ ಮಂದಿರ, ಮೈಲೊಟ್ಟು ಅತಿಕಾರಿ ಬೆಟ್ಟು",
201,6,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಕಿರಿಯ ಪ್ರಾಥಮಿಶಾಲೆ, ಮೈಲೊಟ್ಟು",
201,7,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕರ್ನಿರೆ",
201,8,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕವತ್ತಾರು (ಪೂರ್ವ ಭಾಗ )",
201,9,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕವತ್ತಾರು (ಪಶ್ಚಿಮ ಭಾಗ )",
201,10,"ಸಂತ ಪೌಲರ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬಳ್ಕುಂಜೆ",
201,11,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಲ್ಲೂರು",
201,12,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಉಳೆಪಾಡಿ",
201,13,"ಲಿಟ್ಲ್  ಫ್ಲವರ್‌ ಅನುದಾನಿತ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಏಳಿಂಜೆ (ಪೂರ್ವ ಭಾಗ)",
201,14,"ಲಿಟ್ಲ್  ಫ್ಲವರ್‌ ಅನುದಾನಿತ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಏಳಿಂಜೆ (ಪಶ್ಚಿಮ ಭಾಗ)",
201,15,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಮಾದರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕಲ್ಲಮುಂಡ್ಕೂರು (ಉತ್ತರ ಭಾಗ)",
201,16,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಮಾದರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕಲ್ಲಮುಂಡ್ಕೂರು, (ದಕ್ಷಿಣ ಭಾಗ)",
201,17,"ಲಿಟ್ಲ್  ಫ್ಲವರ್‌ ಅನುದಾನಿತ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕಲ್ಲಮುಂಡ್ಕೂರು",
201,18,"ಲಿಟ್ಲ್  ಫ್ಲವರ್‌ ಅನುದಾನಿತ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕಲ್ಲಮುಂಡ್ಕೂರು  (ಪಶ್ಚಿಮ ಭಾಗ )",
201,19,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಮುಕ್ಕಡಪ್ಪು, ಕಡಂದಲೆ",
201,20,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಮೈನ್‌ ಕಡಂದಲೆ, (ಹಳೇ ಕಟ್ಟಡ)",
201,21,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಮೈನ್‌ ಕಡಂದಲೆ, (ಹೊಸ ಕಟ್ಟಡ)",
201,22,"ಸಂತ ಇಗ್ನೇಶಿಯಸ್‌ ಅನುದಾನಿತ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಪಾಲಡ್ಕ",
201,23,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ವರ್ಣಬೆಟ್ಟು, ಪಾಲಡ್ಕ",
201,24,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೇಮಾರು, ಪಾಲಡ್ಕ",
201,25,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಉರ್ದು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬೆಳುವಾಯಿ,(ಉತ್ತರ ಭಾಗ)",
201,26,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲಾ ಪಂಚಾಯತ್‌ ಉರ್ದು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬೆಳುವಾಯಿ,(ಉತ್ತರ ಭಾಗ)",
