AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
169,1,"ಕಾರ್ಪೋರೇಷನ್‌  ನರ್ಸರಿ ಶಾಲೆ, ಕೆ ಜಿ ರಸ್ತೆ, ಬನ್ನಪ್ಪ  ಉದ್ಯಾನವನ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1","Coporation Nursery School,  K  G Road, Banappa Park, Room No.-1"
169,2,"ಕಾರ್ಪೋರೇಷನ್‌  ನರ್ಸರಿ ಶಾಲೆ, ಕೆ ಜಿ ರಸ್ತೆ, ಬನಪ್ಪ ಉದ್ಯಾನವನ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-2","Corporation Nursery School, K G Road, Banappa Park, Room No.-2"
169,3,"ಬಡವರ ಬಳಗ ಶಾಲೆ , 12ನೇ ಅಡ್ಡರಸ್ತೆ, ಕಬ್ಬನ ಪೇಟೆ,  ಕೊಠಡಿ  ಸಂಖ್ಯೆ - 1","Badavara Balaga School , 12th Cross, Cubbon Pet, Room No - 1"
169,4,"ಬಡವರ ಬಳಗ ಶಾಲೆ, 12ನೇ ಅಡ್ಡರಸ್ತೆ, ಕಬ್ಬನ್‌ ಪೇಟೆ,  ಕೊಠಡಿ ಸಂಖ್ಯೆ - 2","Badavara Balaga School, 12th Cross, Cubbon Pet,  Room No - 2"
169,5,"ಬಡವರ ಬಳಗ ಶಾಲೆ, 12ನೇ ಅಡ್ಡರಸ್ತೆ, ಕಬ್ಬನ್‌ ಪೇಟೆ,  ಕೊಠಡಿ ಸಂಖ್ಯೆ - 3","Badavara Balaga School, 12th Cross, Cubbon Pet,  Room No - 3"
169,6,"ಲೂರ್ದ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ , 3ನೇ ಅಡ್ಡರಸ್ತೆ, ಕಬ್ಬನ್‌ ಪೇಟೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ - 1","Lourd Higher Primary School, 3rd Cross, Cubbon Pet,  Room No - 1"
169,7,"ಲೂರ್ದ್‌ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, 3ನೇ ಅಡ್ಡರಸ್ತೆ, ಕಬ್ಬನ್‌ ಪೇಟೆ,  ಕೊಠಡಿ ಸಂಖ್ಯೆ - 2","Lourd Higher Primary School, 3rd Cross, Cubbon Pet,  Room No - 2"
169,8,"ಸರ್ಕಾರಿ ಉರ್ದು ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಗಾಣಿಗರ 'ಸಿ 'ಗಲ್ಲಿ , ಕೊಠಡಿ ಸಂಖ್ಯೆ-1","Government Urdu Primary School, Ganigara 'C' Street, Room No-1"
169,9,"ಶ್ರೀ ಹುಕ್ಮಿಚಂದ್ ಹಿಂದಿ ಬಾಲಾನಿಕೇತನ್‌, ನಗರ್ತರ್‌ ಪೇಟೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1","Sri Hukmichand Hindi Bhalanikethan, Nagarthar Pet, Room No-1"
169,10,"ಶ್ರೀ ಹುಕ್ಮಿಚಂದ್‌ ಹಿಂದಿ ಬಾಲನಿಕೇತನ್‌ ನಗರತರ ಪೇಟೆ,  ಕೊಠಡಿ ಸಂಖ್ಯೆ - 2","Sri Hukmichand Hindi Balanikethan, Nagarthar Pet, Room No - 2"
