AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
181,1,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ, ಮಾಕೇನಹಳ್ಳಿ",
181,2,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ, ಎಲೇಕ್ಯಾತನಹಳ್ಳಿ",
181,3,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬೆಣಚನಹಳ್ಳಿ",
181,4,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಮರಳಕುಂಟೆ, ರೂಮ್ ನಂ-1",
181,5,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಮರಳಕುಂಟೆ, ರೂಮ್ ನಂ-2",
181,6,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕುಂಟಬೊಮ್ಮನಹಳ್ಳಿ",
181,7,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬರಗೂರು",
181,8,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕರಿಮಾರನಹಳ್ಳಿ",
181,9,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಗೋರಘಟ್ಟ",
181,10,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ, ಮಣ್ಣಿರಾಂಪುರ",
181,11,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ದಾಸೇನಹಳ್ಳಿ",
181,12,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಗೋವಿಂದಪುರ",
181,13,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ, ಹೆಗ್ಗುಂದ",
181,14,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ, ಹೆಗ್ಗುಂದ, ಸೋಂಪುರ ಹೋಬಳಿ(ಹೂಸ ಕಟ್ಟಡ)",
181,15,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ, ನರಸೀಪುರ",
181,16,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಹಾಲೇನಹಳ್ಳಿ",
181,17,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಹಾಲೇನಹಳ್ಳಿ ಕೊಠಡಿ ಸಂಖ್ಯೆ:2",
181,18,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ನಿಜಗಲ್‌ ಕೆಂಪೋಹಳ್ಳಿ",
