AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
144,1,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊತ್ತಹುಡ್ಯ",
144,2,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ನಾಗಿರೆಡ್ಡಿಪಲ್ಲಿ",
144,3,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬಾಲೆವಾರಿಪಲ್ಲಿ",
144,4,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಚಿಂತಮಾನಿಪಲ್ಲಿ",
144,5,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಗುಡಿಪಲ್ಲಿ",
144,6,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಮರಸನಪಲ್ಲಿ",
144,7,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೂರಿಗೇಪಲ್ಲಿ",
144,8,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೊಠಡಿ ಸಂಖ್ಯೆ 1 ಮುದಿಮಡುಗು-1,
144,9,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೊಠಡಿ ಸಂಖ್ಯೆ 2 ಮುದಿಮಡುಗು-2,
144,10,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬಲ್ತಮುರಿ",
144,11,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಪೆದ್ದೂರು",
144,12,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಎ.ಕೊತ್ತೂರು",
144,13,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,ಮರಸನಪಲ್ಲಿ ಮಜರಾ ಬಚ್ಚಿರೆಡ್ಡಿಗಾರಿಪಲ್ಲಿ",
144,14,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಚಿಲ್ಲಾರ್ಲಪಲ್ಲಿ",
144,15,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬೈರಗಾನಪಲ್ಲಿ",
144,16,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೆ.ಪಾತೂರು,
144,17,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕದಿರಂಪಲ್ಲಿ",
144,18,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಎಮ್. ತುಮ್ಮಲಪಲ್ಲಿ",
144,19,"ಶಿಶು ವಿಹಾರ ಕೇಂದ್ರ, ದೊಂಬರಪಲ್ಲಿ",
144,20,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಗುಂಟಪಲ್ಲಿ",
144,21,ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಗುಡಿಸಿವಾರಿಪಲ್ಲಿ,
144,22,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಯರ್ರಂವಾರಿಪಲ್ಲಿ",
144,23,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ತಮಟಂಪಲ್ಲಿ",
144,24,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ವೇಂಪಲ್ಲಿ",
144,25,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಯಡಗಾನಪಲ್ಲಿ",
144,26,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬೈ ಕೊತ್ತೂರು",
144,27,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೋಟೆ ಕಲ್ಲೂರು",
144,28,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಜಿ. ರೆಡ್ಡಿವಾರಿಪಲ್ಲಿ",
144,29,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬೈಯಪಲ್ಲಿ",
144,30,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ದಿಗವಚಿಂತಪಲ್ಲಿ",
144,31,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ರೂಂ ನಂ 1, ರಾಯಲ್ಪಾಡು-1",
144,32,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ರೂಂ ನಂ 2, ರಾಯಲ್ಪಾಡು-2",
144,33,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಮಂಜೇವಾರಿಪಲ್ಲಿ",
144,34,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೆಂಪಿರೆಡ್ಡಿಗಾರಿಪಲ್ಲಿ",
144,35,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕಂಬಾಲಪಲ್ಲಿ",
144,36,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ರೂಂ ನುಂಬರ್ -1 ಅಡ್ಡಗಲ್ 1,
144,37,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೊಠಡಿ ಸಂಖ್ಯೆ -2 ಅಡ್ಡಗಲ್ 2,
144,38,"ಸರ್ಕಾರಿ ಪ ಪೂ ಕಾಲೇಜು ಉತ್ತರಭಾಗ, ಗೌನಿಪಲ್ಲಿ-1",
144,39,"ಸರ್ಕಾರಿ ಪ ಪೂ ಕಾಲೇಜು ದಕ್ಷಿಣ ಭಾಗ, ಗೌನಿಪಲ್ಲಿ-2",
