AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
69,1,ಸರಕಾರಿ ಕಿರಿಯ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ(ಪೂರ್ವ ಭಾಗ),
69,2,ಸರಕಾರಿ ಕಿರಿಯ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ(ಪಶ್ಚಿಮ ಭಾಗ),
69,3,ಗ್ರಾಮ ಪಂಚಾಯತ ಕಾರ್ಯಾಲಯ,
69,4,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ  ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ (ದಕ್ಷಿಣ ಭಾಗ),
69,5,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ದಕ್ಷಿಣ ಭಾಗ),
69,6,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ದಕ್ಷಿಣ ಭಾಗ),
69,7,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
69,8,ಸರಕಾರಿ ಗಂಡು ಮಕ್ಕಳ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
69,9,ಸರಕಾರಿ ಗಂಡು ಮಕ್ಕಳ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
69,10,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ,
69,11,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ,
69,12,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ,
69,13,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ,
69,14,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ  ರೂಂ ನಂಬರ 9 ಹೆಬ್ಬಾಳ,
69,15,ಗ್ರಾಮ ಪಂಚಾಯತ ಕಾರ್ಯಾಲಯ,
69,16,ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ. ಕೊಠಡಿ ನಂ-1,
69,17,ಮಾದರಿ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ. ಕೊಠಡಿ ನಂ-2,
69,18,ಶ್ರೀ ಜಗದ್ಗುರು ಎಡೆಯೂರ  ಸಿದ್ದಲಿಂಗೇಶ್ವರ  ಪ್ರಾಥಮಿಕ  ಶಾಲೆ.(ಉತ್ತರ ಭಾಗ),
69,19,ಶ್ರೀ ಜಗದ್ಗುರು ಎಡೆಯೂರ  ಸಿದ್ದಲಿಂಗೇಶ್ವರ  ಪ್ರಾಥಮಿಕ  ಶಾಲೆ.(ದಕ್ಷಿಣ ಭಾಗ ),
69,20,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ   ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ   (ಪೂರ್ವಭಾಗ),
69,21,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪಶ್ಚಿಮಭಾಗ,
69,22,ಸರಕಾರಿ ಕನ್ನಡ ಪ್ರಾಥಮಿಕ  ಶಾಲೆ,
69,23,ಸರಕಾರಿ ಕನ್ನಡ ಪ್ರಾಥಮಿಕ  ಶಾಲೆ,
69,24,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ  ಪ್ರಾಥಮಿಕ  ಶಾಲೆ,",
69,25,ಸರಕಾರಿ ಹಿರಿಯ  ಮಾದರಿ  ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಪೂರ್ವಭಾಗ),
69,26,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಮಾದರಿ ಶಾಲೆ (ಪಶ್ಚಿಮ ಭಾಗ),
