AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
70,1,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,2,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,3,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,4,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ. 1,
70,5,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ 6,
70,6,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,7,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ 2,
70,8,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ 4,
70,9,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ.3,
70,10,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ.5,
70,11,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡುಮಕ್ಕಳ ಶಾಲೆ ತಿಮ್ಮಸಾಗರ ರೂಮನಂ1,
70,12,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,13,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,14,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ.1,
70,15,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಹೊಸ ಕಟ್ಟಡ)ಪೂರ್ವ ಭಾಗ,
70,16,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಹೊಸ ಕಟ್ಟಡ) ಪಶ್ಚಿಮ ಭಾಗ,
70,17,ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಹೊಸ ಕಟ್ಟಡ),
70,18,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಹಳೆ ಕಟ್ಟಡ ಉತ್ತರ ಭಾಗ,
70,19,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಹೊಸ ಕಟ್ಟಡ (ಪೂರ್ವ ಭಾಗ)ಗುಡೇನಕಟ್ಟಿ,
70,20,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,21,ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,22,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,23,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಪೂರ್ವ ಭಾಗ),
70,24,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಮಧ್ಯ ಭಾಗ) ಯರಗುಪ್ಪಿ,
70,25,ಸರಕಾರಿ ಪ್ರೌಢ ಶಾಲೆ (ಪೂರ್ವ ಭಾಗ) ಯರಗುಪ್ಪಿ,
70,26,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಪೂರ್ವ ಭಾಗ),
70,27,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಪಶ್ಚಿಮ ಭಾಗ),
70,28,ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,29,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,30,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,31,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಪಶ್ಚಿಮ ಭಾಗ),
70,32,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಪೂರ್ವ ಭಾಗ) ಹೊಸ ಕಟ್ಟಡ ರೂ ನಂ 2,
70,33,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಪಶ್ಚಿಮ ಭಾಗ) ಹೊಸ ಕಟ್ಟಡ ರೂ ನಂ 1,
70,34,ಸರಕಾರಿ ಕಿರಿಯ  ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
70,35,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪುರ (ಪೂರ್ವ ಭಾಗ) ಕುಂದಗೋಳ.,
