AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
14,1,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಚಿಗುಳೆ,
14,2,ಸರಕಾರಿ ಮರಾಠಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಚೋರ್ಲಾ,
14,3,ಸರಕಾರಿ ಮರಾಠಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಮಾನ,
14,4,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕಣಕುಂಬಿ(ಬಲಭಾಗ),
14,5,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬೇಟನೆ,
14,6,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕಣಕುಂಬಿ (ಎಡಭಾಗ),
14,7,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪಾರವಾಡ,
14,8,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ತಳಾವಡೆ,
14,9,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಚಿಖಲೆ,
14,10,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಅಮಟೆ,
14,11,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಗೋಲ್ಯಾಳಿ,
14,12,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ತೋರಾಳಿ,
14,13,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಗವಾಳಿ,
14,14,ಸರಕಾರಿ ಮರಾಠಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,
14,15,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕಾಲಮನಿ,
14,16,ಸರಕಾರಿ ಮರಾಠಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬೆಟಗೇರಿ,
14,17,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬೈಲೂರ ಎಡಭಾಗ,
14,18,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬೈಲೂರ ಬಲಭಾಗ,
14,19,ಸರಕಾರಿ ಮರಾಠಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಹಬ್ಬಾನಹಟ್ಟಿ,
14,20,ಸರಕಾರಿ ಮರಾಠಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಮೊರಬ,
14,21,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕುಸಮಳಿ,
14,22,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಜಾಂಬೋಟಿ ಎಡಭಾಗ,
14,23,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಜಾಂಬೋಟಿ ಬಲಭಾಗ,
14,24,ಸರಕಾರಿ ಮರಾಠಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ವಡಗಾಂವ,
14,25,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಹೆಮ್ಮಡಗಾ,
14,26,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬಲಭಾಗ ಓಲಮನಿ,
14,27,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಎಡಭಾಗ ಶಾಲೆ ಓಲಮನಿ,
14,28,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉಚವಡೆ,
14,29,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ನೀಲಾವಡೆ,
14,30,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ನೇರಸೆ,
14,31,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಅಶೋಕ ನಗರ,
14,32,ಸರಕಾರಿ ಮರಾಠಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಶಿರೋಲಿ,
14,33,ಸರಕಾರಿ ಮರಾಠಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಡೋಂಗರಗಾಂವ,
