AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
153,1,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1","Govt Lower Primary School, Room No-1"
153,2,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-2","Govt Lower Primary School, Room No-2"
153,3,ಇಂದಿರಾ ಎಜುಕೇಶನ್‌ ಸೆಂಟರ್‌,Indira Education Center
153,4,ಬೃಹತ್‌ ಬೆಂಗಳೂರು  ಮಹಾನಗರ ಪಾಲಿಕೆ ಕಛೇರಿ,"Bruhath Bangalore Mahanagara Palike Office,"
153,5,ಬೃಹತ್‌ ಬೆಂಗಳೂರು  ಮಹಾನಗರ ಪಾಲಿಕೆ ಕಛೇರಿ,"Bruhath Bangalore Mahanagara Palike Office,"
153,6,ಬಿ ಬಿ ಎಂ ಪಿ ಗ್ರಂಥಾಲಯ ಕಛೇರಿ,B B M P Library Office
153,7,ಶಿಶುವಿಹಾರ,"Shishuvihara,"
153,8,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1","Govt Higher Primary School, Room No-1"
153,9,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-2","Govt Higher Primary School, Room No-2"
153,10,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-3","Govt Higher Primary School, Room No-3"
153,11,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-3","Govt Higher Primary School, Room No-3"
153,12,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-4","Govt Higher Primary School, Room No-4"
153,13,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-4","Govt Higher Primary School, Room No-4"
153,14,"ಸಿದ್ದಾರ್ಥ ಎಜುಕೇಷನ್ ಸೆಂಟರ್, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1, ದೊಡ್ಡಬಿದರಕಲ್ಲು","Siddartha Education Center,Room No-1, Doddabidarakallu"
153,15,"ಸಿದ್ದಾರ್ಥ ಎಜುಕೇಷನ್ ಸೆಂಟರ್, ಕೊಠಡಿ ಸಂಖ್ಯೆ-2, ದೊಡ್ಡಬಿದರಕಲ್ಲು","Siddartha Education Center,Room No-2, Doddabidarakallu"
153,16,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-5","Govt Higher Primary School, Room No-5"
153,17,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-5","Govt Higher Primary School, Room No-5"
153,18,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1","Govt Higher Primary School, Room No-1."
153,19,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-2","Govt Higher Primary School, Room No-2"
153,20,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-3","Govt Higher Primary School, Room No-3"
153,21,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರೈಮರಿ ಸ್ಕೂಲ್‌, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1","Govt Lower Primary School, Room No-1,"
153,22,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರೈಮರಿ ಸ್ಕೂಲ್‌, ಕೊಠಡಿ ಸಂಖ್ಯೆ-2","Govt Lower Primary School, Room No-2"
153,23,ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೊಠಡಿ ಸಂಖ್ಯೆ-3,"Govt Lower Primary School, Room No-3"
153,24,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1","Govt Lower Primary School, Room No-1"
153,25,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1, ಹೊಸ ಕಟ್ಟಡ,","Govt Higher Primary School, Room No-1, New Beuliding"
153,26,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,  ಕೊಠಡಿ ಸಂಖ್ಯೆ-2, ಹೊಸ ಕಟ್ಟಡ","Govt Higher Primary School, Room No-2, New Beuliding"
153,27,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,  ಕೊಠಡಿ ಸಂಖ್ಯೆ-3, ಹೊಸ ಕಟ್ಟಡ,","Govt Higher Primary School, Room No-3, New Beuliding"
153,28,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,  ಕೊಠಡಿ ಸಂಖ್ಯೆ-3, ಹೊಸ ಕಟ್ಟಡ,","Govt Higher Primary School, Room No-3, New Beuliding"
153,29,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,  ಕೊಠಡಿ ಸಂಖ್ಯೆ-1, ಹಳೆ ಕಟ್ಟಡ,","Govt Higher Primary School, Room No-1, Old Beuliding"
153,30,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,  ಕೊಠಡಿ ಸಂಖ್ಯೆ-2, ಹಳೆ ಕಟ್ಟಡ,","Govt Higher Primary School, Room No-2, Old Building"
153,31,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-3, ಹಳೆ ಕಟ್ಟಡ,","Govt Higher Primary School, Room No-3, Old Building"
153,32,"ಕೆ ಜಿ ವಿದ್ಯಾಮಂದಿರ, ಕೊಠಡಿ ಸಂಖ್ಯೆ-1","K G Vidhya Mandira,Room No-1"
