AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
109,1,ಸರ್ಕಾರಿ ಉನ್ನತಿಕರಿಸಿದ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೆಂಪನಹಳ್ಳಿ ರೂಂ ನಂ -1  ಕೆಂಪನಹಳ್ಳಿ,
109,2,ಸರ್ಕಾರಿ ಉನ್ನತಿಕರಿಸಿದ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೆಂಪನಹಳ್ಳಿ ರೂಂ ನಂ-2 ಕೆಂಪನಹಳ್ಳಿ,
109,3,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಈರಗನಹಳ್ಳಿ,
109,4,ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಭೀಮನೆರೆ,
109,5,ಸರ್ಕಾರಿ ಉನ್ನತಿಕರಿಸಿದ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಮರಡಿ,
109,6,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ  ಪಶ್ಚಿಮ ಭಾಗ ರೂಂ ನಂ 3 ತಣಿಗೆರೆ,
109,7,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ  ಪೂರ್ವ ಭಾಗ ರೂಂ ನಂ 5 ತಣಿಗೆರೆ,
109,8,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉಪ್ಪನಾಯ್ಕನಹಳ್ಳಿ,
109,9,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪಶ್ಚಿಮ ಭಾಗ ರೂಂನಂ 4 ಮೆದಿಕೆರೆ,
109,10,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪೂರ್ವಭಾಗ ರೂಂ ನಂ 1 ಮೆದಿಕೆರೆ,
109,11,ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಯಕ್ಕೆಗೊಂದಿ,
109,12,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಸಿದ್ದನಮಠ,
109,13,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಸಿದ್ದನಮಠ ರೂಂ ನಂ 2,
109,14,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ತೋಪೇನಹಳ್ಳಿ,
109,15,ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ  ಮಂಗೇನಹಳ್ಳಿ,
109,16,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬೆಳ್ಳಿಗನೂಡು,
109,17,ಸರ್ಕಾರಿ  ಸಂಯುಕ್ತ  ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜು ಕೊಗಲೂರು,
109,18,ಸರ್ಕಾರಿ ಬಾಲಕರ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪೂರ್ವ ಭಾಗ ರೂಂ ನಂ 2 ಕೊಗಲೂರು,
109,19,ಸರ್ಕಾರಿ  ಹಿರಿಯ  ಪ್ರಾಥಮಿಕ ಬಾಲಕರ  ಶಾಲೆ  ಪಶ್ಚಿಮ ಭಾಗ  ರೂಂ ನಂ 3 ಕೊಗಲೂರು,
109,20,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಗಿರಿಯಾಪುರ,
109,21,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಆಲೂರು,
