AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
167,1,ಭಾರತೀಯ ಸಾಂಸ್ಕೃತಿಕ ವಿದ್ಯಾಪೀಠ  ಕೊಠಡಿ ಸಂಖ್ಯೆ.1,Bharathiya Samskrutika Vidyapeeta  Room No.1
167,2,ಭಾರತೀಯ ಸಾಂಸ್ಕೃತಿಕ ವಿದ್ಯಾಪೀಠ  ಕೊಠಡಿ ಸಂಖ್ಯೆ.2,"Bharathiya Samskrutika  Vidyapeeta, Rooma No.2"
167,3,ಭಾರತೀಯ ಸಾಂಸ್ಕೃತಿಕ ವಿದ್ಯಾಪೀಠ  ಕೊಠಡಿ ಸಂಖ್ಯೆ.3,Bharathiya Samskrutika  Vidyapeeta  Room No.3
167,4,"ವಾಸವಿ ವಿದ್ಯಾಪೀಠ, ಕೊಠಡಿ ಸಂಖ್ಯೆ.1",Vasavi Vidyapeeta Room No 1
167,5,"ವಾಸವಿ ವಿದ್ಯಾಪೀಠ, ಕೊಠಡಿ ಸಂಖ್ಯೆ.1",Vasavi Vidyapeeta Room No 1
167,6,ವಾಸವಿ ವಿದ್ಯಾಪೀಠ ಕೊಠಡಿ ಸಂಖ್ಯೆ.2,Vasavi Vidyapeeta Room No 2
167,7,ವಾಸವಿ ವಿದ್ಯಾಪೀಠ ಕೊಠಡಿ ಸಂಖ್ಯೆ.2,Vasavi Vidyapeeta Room No 2
167,8,ಆದಿಚುಂಚನಗಿರಿ ವಿದ್ಯಾ ಸಂಸ್ಥೆ ಕೊಠಡಿ ಸಂಖ್ಯೆ.1,Adichunchanagiri Vidhya Samsthe Room No.1
167,9,ಆದಿಚುಂಚನಗಿರಿ ವಿದ್ಯಾ ಸಂಸ್ಥೆ ಕೊಠಡಿ ಸಂಖ್ಯೆ.1,Adichunchanagiri Vidhya Samsthe Room No.1
167,10,"ಶ್ರೀಮತಿ ಪ್ರಮೀಳಾಬಾಯಿ ಮಾನೆ ಮತ್ತು ದಿ. ವಿಶ್ವನಾಥ ರಾವ್‌ ಮಾನೆ ಬಿ.ಬಿ.ಎಂ.ಪಿ. ಪ್ರೌಢಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ.1","Srimathi Pramilabai Mane & Late Vishwanathrao Mane B B M P High School, Room No.1"
167,11,"ಶ್ರೀಮತಿ ಪ್ರಮೀಳಾಬಾಯಿ ಮಾನೆ ಮತ್ತು  ದಿ.ವಿಶ್ವನಾಥ ರಾವ್‌ ಮಾನೆ ಬಿ.ಬಿ.ಎಂ.ಪಿ. ಪ್ರೌಢಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ.2","Srimathi Pramilabai Mane And Late Vishwanathrao Mane B.B.M.P Highschool, Room No.2"
167,12,"ಶ್ರೀಮತಿ ಪ್ರಮೀಳಾಬಾಯಿ ಮಾನೆ ಮತ್ತು  ದಿ.ವಿಶ್ವನಾಥ ರಾವ್‌ ಮಾನೆ ಬಿ.ಬಿ.ಎಂ.ಪಿ  ಹೈ ಸ್ಕೂಲ್, ಕೊಠಡಿ ಸಂಖ್ಯೆ.3",Srimathi Pramilabai Mane & Late Vishwanathrao Mane B.B.M.P High School Room no.3
167,13,"ಶ್ರೀಮತಿ ಪ್ರಮೀಳಾಬಾಯಿ ಮಾನೆ ಮತ್ತು  ದಿ.ವಿಶ್ವನಾಥ ರಾವ್‌ ಮಾನೆ ಬಿ.ಬಿ.ಎಂ.ಪಿ  ಹೈ ಸ್ಕೂಲ್, ಕೊಠಡಿ ಸಂಖ್ಯೆ.3",Srimathi Pramilabai Mane & Late Vishwanathrao Mane B.B.M.P High School Room no.3
167,14,"ಶ್ರೀಮತಿ ಪ್ರಮೀಳಾಬಾಯಿ ಮಾನೆ ಮತ್ತು ದಿ.ವಿಶ್ವನಾಥ ರಾವ್‌ ಮಾನೆ ಬಿ.ಬಿ.ಎಂ.ಪಿ. ಪ್ರೌಢಶಾಲೆ, ಕೊಠಡಿ ಸಂಖ್ಯೆ.4","Srimathi Pramilabai Mane & Late Vishwanathrao Mane, B.B.M.P High School, Room No.4"
167,15,"ಪ್ರೀಮಿಯರ್‌ ಕನ್ನಡ ಶಿಶುವಿಹಾರ ಮತ್ತು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,12ನೇ ಕ್ರಾಸ್ ಕೆ ಪಿ ಅಗ್ರಹಾರ","Premier Kannada Shishuvihar & Higher Primary School,12th Cross K P Agrahara"
167,16,"ಪ್ರೀಮಿಯರ್‌ ಕನ್ನಡ ಶಿಶುವಿಹಾರ ಮತ್ತು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,12ನೇ ಕ್ರಾಸ್ ಕೆ ಪಿ ಅಗ್ರಹಾರ","Premier Kannada Shishuvihar & Higher Primary School,12th Cross K P Agrahara"
167,17,"ಶೇಷಾದ್ರಿಪುರಂ ವಾಣಿಜ್ಯ ಕಾಲೇಜ್‌, ಮಾಗಡಿ ಮುಖ್ಯ ರಸ್ತೆ, ಕೆ ಪಿ ಅಗ್ರಹಾರ.","Sheshadripuram Commerce College, Magadi Main Road K P Agrahara"
