AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
44,1,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಬಲ ಭಾಗ)ಭೀಮಳ್ಳಿ,
44,2,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಎಡ ಭಾಗ)ಭೀಮಳ್ಳಿ,
44,3,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಮಧ್ಯ ಭಾಗ)ಭೀಮಳ್ಳಿ,
44,4,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಕಟ್ಟ ಡ ಸೈಯದ ಚಿಂಚೋಳಿ,
44,5,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಹೊಸ ಕಟ್ಟ ಡ ಸೈಯದ್ ಚಿಂಚೋಳಿ,
44,6,ಗ್ರಾಮ ಪಂಚಾಯತ ಕಟ್ಟ ಡ (ಪೂರ್ವ ಭಾಗ),
44,7,ಗ್ರಾಮ ಪಂಚಾಯತ ಕಟ್ಟಡ (ಪಶ್ಚಿಮ ಭಾಗ) ತಾಜ ಸುಲ್ತಾ ನಪೂರ,
44,8,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕಟ್ಟ ಡ (ಪಶ್ಚಿಮ ಭಾಗ) ತಾಜ ಸುಲ್ತಾನಪೂರ,
44,9,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಕಟ್ಟಡ (ಪೂರ್ವ ಭಾಗ) ತಾಜ ಸುಲ್ತಾ ನಪೂರ,
44,10,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಕಟ್ಟಡ (ಬಲ ಭಾಗ)2ನೇ ತರಗತಿ ಕೋಣೆ ತಾಜ ಸುಲ್ತಾನಪೂರ,
44,11,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಕಟ್ಟಡ ಹಮಾಲ ಕಾಲೋನಿ ತಾಜ ಸುಲ್ತಾನಪೂರ,
44,12,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಕಟ್ಟಡ ಕೇರಿ ಭೋಸಗಾ (ಎಡ ಭಾಗ),
44,13,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಕಟ್ಟಡ (ಬಲ ಭಾಗ) ಕೇರಿ ಭೋಸಗಾ,
44,14,ಗ್ರಾಮ ಪಂಚಾಯತ ಕಾರ್ಯಾಲಯ ಪಟ್ಟಣ,
44,15,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಬಲ ಭಾಗ)ಪಟ್ಟಣ,
44,16,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಎಡ ಭಾಗ) ಪಟ್ಟಣ,
44,17,ಸಮುದಾಯ ಭವನ  ಹತಗುಂದಾ,
44,18,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಬಲ ಭಾಗ) ಸಾವಳಗಿ (ಬಿ),
44,19,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಎಡ ಭಾಗ) ಸಾವಳಗಿ (ಬಿ),
44,20,ಸಮುದಾಯ ಭವನ ಹರಿಜನವಾಡಾ ಸಾವಳಗಿ (ಬಿ),
44,21,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಕಟ್ಟಡ (ಎಡ ಭಾಗ) ಸಿಂದಗಿ (ಬಿ),
44,22,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲಾ ಕಟ್ಟಡ (ಬಲಭಾಗ) ಸಿಂದಗಿ (ಬಿ),
44,23,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಎಡ ಭಾಗ) ಜಾಫರಬಾದ,
44,24,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಎಡ ಭಾಗ) ಹೊಸ ಕಟ್ಟಡ ಜಾಫರಾಬಾದ,
44,25,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಬಲ ಭಾಗ)ಹೊಸ ಕಟ್ಟಡ ಜಾಫರಬಾದ,
44,26,ಸರಕಾರಿ  ಉರ್ದು  ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಲಂಗರ ಹನುಮಾನ ಏರಿಯಾ,
44,27,"ಶ್ರೀ ಸಿದ್ದಗಂಗಾ ವೆಲಫೇರ ಸೊಸೈಟಿ ಭೋಗೇಶ್ವರ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಸಂತೋಷ ಕಾಲೋನಿ,3ನೇ ತರಗತಿ ಕೋಣೆ, ವಿವೇಕಾನಂದ ನಗರ, ಆಳಂದ ರೋಡ ಹತ್ತಿರ",
44,28,"ಶ್ರೀ ಸಿದ್ದಗಂಗಾ ವೆಲಫೇರ ಸೊಸೈಟಿ ಭೋಗೇಶ್ವರ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಸಂತೋಷ ಕಾಲೋನಿ,2ನೇ ತರಗತಿ ಕೋಣೆ, ವಿವೇಕಾನಂದ ನಗರ, ಆಳಂದ ರೋಡ ಹತ್ತಿರ",
44,29,ಸರ್ಕಾರಿ ಉರ್ದು ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಮದಿನಾ ಕಾಲೋನಿ ಜೀಲಾನಾಬಾದ,
44,30,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಉತ್ತರ ಭಾಗ) ಹೀರಾಪೂರ,
44,31,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ದಕ್ಷಿಣ ಭಾಗ) ಹೀರಾಪೂರ,
44,32,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಹೀರಾಪೂರ,
44,33,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಉತ್ತರ ಭಾಗ) ಹೀರಾಪೂರ,
44,34,"ಹುಸೇನಿ ಸಾರ್ವಜನಿಕ ಆಂಗ್ಲ ಮತ್ತು ಕನ್ನಡ ಮಾಧ್ಯಮ ಶಾಲೆ, ಹುಸೇನ ಗಾರ್ಡನ್‌ ಇಕ್ಬಾಲ ಕಾಲೋನಿ (ಬಲಭಾಗ) ಹೀರಾಪೂರ",
44,35,"ಹುಸೇನಿ ಸಾರ್ವಜನಿಕ ಆಂಗ್ಲ ಮತ್ತು ಕನ್ನಡ ಮಾಧ್ಯಮ ಶಾಲೆ, ಹುಸೇನ ಗಾರ್ಡನ್‌ ಇಕ್ಬಾಲ ಕಾಲೋನಿ (ಬಲಭಾಗ) ಹೀರಾಪೂರ ಉತ್ತರಾಭಿಮುಖ",
44,36,"ಹುಸೇನ ಸಾರ್ವಜನಿಕ ಆಂಗ್ಲ  ಮತ್ತು ಕನ್ನಡ ಮಾಧ್ಯಮ ಶಾಲೆ, ಹುಸೇನಿ ಗಾರ್ಡನ್‌ ಎಕಬಾಲ ಕಾಲೋನಿ (ಬಲ ಭಾಗ) ಹೀರಾಪೂರ",
44,37,"ಹುಸೇನ ಸಾರ್ವಜನಿಕ ಆಂಗ್ಲ  ಮತ್ತು ಕನ್ನಡ ಮಾಧ್ಯಮ ಶಾಲೆ, ಹುಸೇನಿ ಗಾರ್ಡನ್‌ ಎಕಬಾಲ ಕಾಲೋನಿ (ಮಧ್ಯ ಭಾಗ) ಹೀರಾಪೂರ",
44,38,"ಹುಸೇನಿ ಸಾರ್ವಜನಿಕ ಆಂಗ್ಲ  ಮತ್ತು ಕನ್ನಡ ಮಾಧ್ಯಮ ಶಾಲೆ, ಹುಸೇನ ಗಾರ್ಡನ್‌ ಎಕಬಾಲ ಕಾಲೋನಿ (ಎಡ ಭಾಗ) ಹೀರಾಪೂರ",
44,39,"ಹುಸೇನಿ ಸಾರ್ವಜನಿಕ ಆಂಗ್ಲ  ಮತ್ತು ಕನ್ನಡ ಮಾಧ್ಯಮ ಶಾಲೆ, ಹುಸೇನ ಗಾರ್ಡನ್‌ ಎಕಬಾಲ ಕಾಲೋನಿ ಹೀರಾಪೂರ",
44,40,ಗೌತಮ ವೇಲಫೇರ ಸೊಸೈಟಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಗ್ರಂಥಾಲಯ ಕೋಣೆ) ಹೊಸ ರಾಘವೇಂದ್ರ ಕಾಲೋನಿ ಬ್ರಹ್ಮಪೂರ,
44,41,ಗೌತಮ ವೇಲಫೇರ ಸೊಸೈಟಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಹೊಸ ರಾಘವೇಂದ್ರ ಕಾಲೋನಿ ಬ್ರಹ್ಮಪೂರ,
44,42,"ಚೌಡೇಶ್ವರ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಪೂರ್ವಭಾಗ) 2ನೇ ತರಗತಿ ಕೋಣೆ, ಚೌಡೇಶ್ವರ ಕಾಲೋನಿ ಬ್ರಹ್ಮಪೂರ",
