AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
1,1,"ಸ.ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ,ಸುಳಗಾಂವ",
1,2,ಸ.ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ ಕೊಣೆ ನಂ.2 ಕೊಗನೊಳಿ,
1,3,ಸ.ಹಿ.ಪ್ರಾ ಮರಾಠಿ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ  ಕೋಣೆ ನಂ.4 ಕೊಗನೊಳಿ,
1,4,"ಗ್ರಾಮ ಪಂಚಾಯತ ಕಟ್ಟಡ, ಕೊಗನೊಳಿ",
1,5,"ಸರಕಾರಿ ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ ಕೋಣೆ ನಂ.12, ಕೊಗನೊಳ್ಳಿ",
1,6,"ಸರಕಾರಿ ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ ರೂಮ ನಂ.14, ಕೊಗನೊಳಿ",
1,7,ಸ.ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಕೋಣೆ ನಂ.18 ಕೊಗನೊಳಿ,
1,8,ಸ.ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಕೋಣೆ ನಂ.21 ಕೊಗನೊಳ್ಳಿ,
1,9,ಸ.ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಕೋಣೆ ನಂ.27 ಕೊಗನೊಳಿ,
1,10,ಸ.ಹಿ.ಪ್ರಾ.ಕನ್ನಡ ಮಕ್ಕಳ ಶಾಲೆ ಕೋಣೆ ನಂ.30 ಕೊಗನೊಳಿ,
1,11,ಸ.ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಹೊಸ ಕಟ್ಟಡ ಹಣಬರವಾಡಿ,
1,12,"ಸರಕಾರಿ ಮರಾಠಿ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ.ಪಶ್ಚಿಮ ಭಾಗ, ಹಂಚಿನಾಳ ಕೆ.ಎಸ್‌.",
1,13,"ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ, ಉತ್ತರ ಭಾಗ ಹಂಚಿನಾಳ ಕೆ.ಎಸ್‌.",
1,14,"ಸ.ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ,ದಕ್ಷಿಣ ಭಾಗ ಹಂಚಿನಾಳ ಕೆ.ಎಸ್‌.",
1,15,ಸ.ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಕೋಣೆ ನಂ.2 ದಕ್ಷಿಣ ಭಾಗ ಕುನ್ನೂರ,
