AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
215,1,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ , ಯಡಹಳ್ಳಿ",
215,2,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,ಕೊಠಡಿ ಸಂಖ್ಯೆ 1, ಆಮಚವಾಡಿ",
215,3,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,ಕೊಠಡಿ ಸಂಖ್ಯೆ 2, ಆಮಚವಾಡಿ",
215,4,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ,ಎಸ್‌.ಹೆಮ್ಮನಹಳ್ಳಿ",
215,5,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,ಹಳೇಕಟ್ಟಡ, ಕಲ್ಲೂರು ನಾಗನಹಳ್ಳಿ",
215,6,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಹೊಸ ಕಟ್ಟಡ) , ಕಲ್ಲೂರು ನಾಗನಹಳ್ಳಿ",
215,7,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಆನಂದೂರು",
215,8,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,ಉಂಡವಾಡಿ",
215,9,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ , ಯಾಚೇಗೌಡನಹಳ್ಳಿ",
215,10,"ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ,ಹೊಸಕೋಟೆ",
215,11,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ , ಚಿಕ್ಕನಹಳ್ಳಿ",
215,12,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ದಡದಕಲ್ಲಹಳ್ಳಿ",
215,13,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ  , ಗುಂಗ್ರಾಲ್‌ ಛತ್ರ",
