AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
72,1,"ಬಾಸೆಲ್ ಮಿಶನ್ ಗಂಡು ಮಕ್ಕಳ ಪ್ರೌಢಶಾಲೆ ಕೋಣೆ ನಂ.1, ಪಿಬಿ ರಸ್ತೆ",
72,2,"ಬಾಸೆಲ್ ಮಿಶನ್ ಗಂಡು ಮಕ್ಕಳ ಪ್ರೌಢಶಾಲೆ ಕೋಣೆ ನಂ.2, ಪಿಬಿ ರಸ್ತೆ",
72,3,"ಕೌಂಟರ ಕೋಣೆ, ಕೆಸಿಸಿ ಬ್ಯಾಂಕ ಕಟ್ಟಡ, ಲ್ಯಾಮಿಂಗ್ಟನ್ ರಸ್ತೆ",
72,4,"ಹರಿಜನ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಪೂರ್ವ ಭಾಗ, ರಾಜಗೋಪಾಲ ನಗರ",
72,5,"ಹರಿಜನ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಪಶ್ಚಿಮ ಭಾಗ ಕೋಣೆ ನಂ.1, ರಾಜಗೋಪಾಲ ನಗರ",
72,6,"ಹರಿಜನ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಪಶ್ಚಿಮ ಭಾಗದ ಕೋಣೆ ನಂ.2, ರಾಜಗೋಪಾಲ ನಗರ.",
72,7,"ಹರಿಜನ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಪಶ್ಚಿಮ ಭಾಗದ ಕೋಣೆ ನಂ.2, ರಾಜಗೋಪಾಲ ನಗರ.",
72,8,ಸೇಂಟ ಜಾನ್ ಆಂಗ್ಲ ಮಾಧ್ಯಮ ಶಾಲೆ ದಕ್ಷಿಣ ಭಾಗ. ಗದಗ ರಸ್ತೆ,
72,9,ಸೇಂಟ ಜಾನ್ ಆಂಗ್ಲ ಮಾಧ್ಯಮ ಶಾಲೆ ಉತ್ತರ ಭಾಗ. ಗದಗ ರಸ್ತೆ,
72,10,"ಸೇಂಟ್ ಪೀಟರ್ಸ್ ಪ್ರೌಢ ಶಾಲೆ, ಗದಗ ರಸ್ತೆ",
72,11,"ಇಖ್ರಾ ಉರ್ದು ಹೆಚ್.ಪಿ.ಎಸ್ ಕೋಣೆ ನಂ.3, ಕುಲಕರ್ಣಿ ಹಕ್ಕಲ",
72,12,"ಇಖ್ರಾಉ.ಹಿ.ಪ್ರಾ. ಶಾಲೆ,ರೂನಂ.2ಕುಲಕರ್ಣಿಹಕ್ಕಲ",
72,13,"ಇಖ್ರಾ ಉರ್ದು ಹೆಚ್.ಪಿ.ಎಸ್ ಕೋಣೆ ನಂ.4, ಕುಲಕರ್ಣಿ ಹಕ್ಕಲ",
72,14,"ಇಖ್ರಾ ಉರ್ದು ಹೆಚ್.ಪಿ.ಎಸ್ ಕೋಣೆ ನಂ.1, ಕುಲಕರ್ಣಿ ಹಕ್ಕಲ",
72,15,"ಸರಕಾರಿ ರೇಲ್ವೆ ಉರ್ದು ಹೆಚ್.ಪಿ.ಎಸ್ ಕೋಣೆ ನಂ.1, ಗೂಡಶೆಡ್ ರಸ್ತೆ",
72,16,"ಸರಕಾರಿ ರೇಲ್ವೆ ಉರ್ದು ಹೆಚ್.ಪಿ.ಎಸ್ ಕಚೇರಿ ಕೋಣೆ, ಗೂಡಶೆಡ್ ರಸ್ತೆ",
72,17,"ಸರಕಾರಿ ಮಾದರಿ ಉರ್ದು ಶಾಲೆ ನಂ.4, ಕೋಣೆ ನಂ.1, ಗಣೇಶಪೇಟ",
72,18,"ಸರಕಾರಿ ಮಾದರಿ ಉರ್ದು ಶಾಲೆ ನಂ.4, ಕೋಣೆ ನಂ.2, ಗಣೇಶಪೇಟ",
72,19,"ಸರಕಾರಿ ಮಾದರಿ ಉರ್ದು ಶಾಲೆ ನಂ.4, ಕೋಣೆ ನಂ.3, ಗಣೇಶಪೇಟ",
72,20,"ಸರಕಾರಿ ಮಾದರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ನಂ.8, ಕೋಣೆ ನಂ.1, ಗಣೇಶಪೇಟ",
72,21,"ಸರಕಾರಿ ಮಾದರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ನಂ.8, ಕೋಣೆ ನಂ.2, ಗಣೇಶಪೇಟ",
72,22,"ಕನ್ನಡ ಮಾಧ್ಯಮ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ನಂ.2, ದಕ್ಷಿಣ ಭಾಗ, ಬ್ರಾಡವೇ",
72,23,"ಜೆ.ಜಿ ಪ್ರೌಢಶಾಲೆ ಪಶ್ಚಿಮ ಭಾಗ, ಅಂಚಟಗೇರಿ ಓಣಿ",
72,24,"ಜೆ.ಜಿ ಪ್ರೌಢಶಾಲೆ ಪೂರ್ವ ಭಾಗ, ಅಂಚಟಗೇರಿ ಓಣಿ",
72,25,"ಶ್ರೀ ಜಗದ್ಗುರು ಗಂಗಾಧರ ಸರಕಾರಿ ಕನ್ನಡ ಮಾಧ್ಯಮ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ, ಮೂರುಸಾವಿರಮಠ ರಸ್ತೆ",
72,26,ಸರಕಾರಿ ಕನ್ನಡ ಮಾಧ್ಯಮ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ ನಂ.2 ಕೋಣೆ ನಂ.1 ಪೆಂಡಾರ ಓಣಿ,
72,27,ಸರಕಾರಿ ಕನ್ನಡ ಮಾಧ್ಯಮ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ ನಂ.2. ಕೋಣೆ ನಂ.2 ಪೆಂಡಾರ ಓಣಿ,
72,28,"ಬಿಇಓ ಆಫೀಸ ಪೂರ್ವ ಭಾಗ, ಮ್ಯಾದಾರ ಓಣಿ",
72,29,"ಕನ್ನಡ ಮಾಧ್ಯಮ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ನಂ.2, ಉತ್ತರ ಭಾಗ, ಬ್ರಾಡವೇ",
72,30,"ಮರಾಠಾ ಮಂಡಳ ಕನ್ನಡ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ನ್ಯೂ ಹುಬ್ಬಳ್ಳಿ ಪೋರ್ಟ",
72,31,ಸರಕಾರಿ ಮಾದರಿ ಉರ್ದು  ಶಾಲೆ ನಂ.1 ಪೂರ್ವ ಭಾಗ  ತಬೀಬಲ್ಯಾಂಡ,
72,32,"Govt Urdu Medium School No.1 North Side, Tabibland",
72,33,"ಸರಕಾರಿ ಉರ್ದು ಮಾಧ್ಯಮ ಶಾಲೆ ನಂ,1 ಪಶ್ಚಿಮ ಭಾಗ, ತಬೀಬಲ್ಯಾಂಡ",
72,34,"ನ್ಯಾಶನಲ್ ಪ್ರೌಢಶಾಲೆ ಕೋಣೆ ನಂ.1, ಘಂಟಿಕೇರಿ",
72,35,"ನ್ಯಾಶನಲ್ ಪ್ರೌಢಶಾಲೆ ಕೋಣೆ ನಂ.2,. ಘಂಟಿಕೇರಿ",
72,36,"ನ್ಯಾಶನಲ್ ಪ್ರೌಢಶಾಲೆ ಕೋಣೆ ನಂ.3, ಘಂಟಿಕೇರಿ",
