AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
9,1,ಶ್ರೀ ಜಗದ್ಗುರು  ಶಿವಲಿಂಗೇಶ್ವರ ಪ್ರೌಢ ಶಾಲೆ ಬಲ ಭಾಗ ನಂದಗಾಂವ,
9,2,ಶ್ರೀ  ಜಗದ್ಗುರು  ಶಿವಲಿಂಗೇಶ್ವರ  ಪ್ರೌಢ ಶಾಲೆ  ಎಡ ಭಾಗ ನಂದಗಾಂವ,
9,3,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಮದ್ಯದ ಕೋಣೆ 3 ಪಶ್ಚಿಮ ಭಾಗ ಮುತ್ನಾಳ,
9,4,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಕೋಣೆ 1 ಪೂರ್ವ ಭಾಗ ಮುತ್ನಾಳ,
9,5,ಕನ್ನಡ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ ಆರ.ಸಿ.ಸಿ ಪ್ರಾರ್ಥನಾ ಕೋಣೆ ನಂದಗಾಂವ,
9,6,"ಸರಕಾರಿ  ಕನ್ನಡ  ಹಿರಿಯ  ಪ್ರಾಥಮಿಕ  ಶಾಲೆ, ಪ್ರಾರ್ಥನಾ ಕೋಣೆ ನಂದಗಾಂವ",
9,7,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಮುಂದಿನ ಕೋಣೆ ನಂದಗಾಂವ,
9,8,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪೂರ್ವ ಭಾಗ ಎಡಬದಿ ಕೋಣೆ ಧೂಪಧಾಳ,
9,9,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪೂರ್ವ ಭಾಗ ಬಲಬದಿಯ ಕೋಣೆ ಧೂಪಧಾಳ,
9,10,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉತ್ತರ ಭಾಗ ಧೂಪಧಾಳ,
9,11,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉತ್ತರ ಭಾಗ ಕೋಣೆ ನಂ. 3 ಧೂಪದಾಳ,
9,12,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉತ್ತರ ಭಾಗ ಕೋಣೆ ನಂ.1 ಧೂಪದಾಳ,
9,13,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉತ್ತರ ಭಾಗ ಕೋಣೆ ನಂ.4 ಧೂಪದಾಳ,
9,14,ಶ್ರೀದುರದುಂಡೇಶ್ವರ  ಗಂಡು ಮಕ್ಕಳ ಪ್ರೌಢ  ಶಾಲೆ  ದಕ್ಷಿಣ ಭಾಗ ದೂಪದಾಳ(ಘಟಪ್ರಭಾ),
9,15,ಶ್ರೀದುರದುಂಡೇಶ್ವರ ಗಂಡು ಮಕ್ಕಳ ಪ್ರೌಢ ಶಾಲೆ ಪೂರ್ವ ಭಾಗ ದೂಪದಾಳ(ಘಟಪ್ರಭಾ),
9,16,"ಶ್ರೀ ದುರದುಂಡೇಶ್ವರ  ಗಂಡು  ಮಕ್ಕಳ ಪ್ರೌಢ ಶಾಲೆ ಉತ್ತರ ಭಾಗ,ಧೂಪಧಾಳ(ಘಟಪ್ರಭಾ)",
9,17,ಶ್ರೀ ದುರದುಂಡೇಶ್ವರ  ಹೆಣ್ಣು  ಮಕ್ಕಳ ಪ್ರೌಢ ಶಾಲೆ ಬಲಬದಿ ಕೋಣೆ ಧೂಪದಾಳ(ಘಟಪ್ರಭಾ),
9,18,ಶ್ರೀ ದುರದುಂಡೇಶ್ವರ ಹೆಣ್ಣು ಮಕ್ಕಳ ಪ್ರೌಢ ಶಾಲೆ ಪೂರ್ವ ಭಾಗ ಧೂಪಧಾಳ (ಘಟಪ್ರಭಾ),
9,19,ಶ್ರೀ ದುರದುಂಡೇಶ್ವರ ಹೆಣ್ಣು ಮಕ್ಕಳ ಪ್ರೌಢ ಶಾಲೆ ಪಶ್ಚಿಮ ಭಾಗ ಧೂಪಧಾಳ (ಘಟಪ್ರಭಾ),
9,20,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ದಕ್ಷಿಣ ಭಾಗ ಕೋಣೆ-3 ಮಲ್ಲಾಪೂರ ಪಿ ಜಿ,
9,21,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ದಕ್ಷಿಣ ಭಾಗ  ಕೋಣೆ ನಂ-7 ಮಲ್ಲಾಪೂರ ಪಿ ಜಿ,
9,22,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉತ್ತರ ಭಾಗ ಕೋಣೆ ನಂ-3 ಮಲ್ಲಾಪೂರ ಪಿ ಜಿ,
9,23,ಸರಕಾರಿ ಕನ್ನಡ ಹಿರಿಯ ಗಂಡು ಮಕ್ಕಳ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉತ್ತರ ಭಾಗ ಕೋಣೆ ನಂ-8 ಮಲ್ಲಾಪೂರ ಪಿ ಜಿ,
9,24,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಉತ್ತರ ಬದಿಯ ಕೋಣೆ ನಂ -1 ಮಲ್ಲಾಪೂರ ಪಿ ಜಿ,
