AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
5,1,ಸ.ಹಿ.ಪ್ರಾ.ಉರ್ದು ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ ಹೊಸ ಕಟ್ಟಡ ರೂ ನಂ 2 ಕುಡಚಿ,
5,2,ಸ.ಹಿ.ಪ್ರಾ.ಕನ್ನಡ ಶಾಲೆ  ಹೊಸ ಕಟ್ಟಡ ಉತ್ತರ ಭಾಗ  ಕೋಣೆ ನಂ 6 ಕುಡಚಿ,
5,3,ಸ.ಹಿ.ಪ್ರಾ.ಕನ್ನಡ ಶಾಲೆ  ಹೊಸ ಕಟ್ಟಡ  ದಕ್ಷಿಣ ಭಾಗ ಕೋಣೆ ನಂ 4 ಕುಡಚಿ,
5,4,ಸ.ಹಿ.ಪ್ರಾ. ಉರ್ದು ಹೆಣ್ಣು ಮಕ್ಕಳ  ಶಾಲೆ  ಕೋಣೆ ನಂ 14 ಕುಡಚಿ,
5,5,ಪಟ್ಟಣ ಪಂಚಾಯತ ಕಾರ್ಯಾಲಯ ಕುಡಚಿ,
5,6,ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಉರ್ದು ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ ರೂಮ ನಂ.8 ಕುಡಚಿ,
5,7,ಸ.ಎಂ.ಎಲ್‌ ಎ ಮಾದರಿ ಉರ್ದು  ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ  ಹೊಸ ಕಟ್ಟಡ ರೂಮ ನಂ 5 ಕುಡಚಿ,
5,8,ಸ.ಎಂ.ಎಲ್‌ .ಎಮಾದರಿ ಉರ್ದು ಗಂಡು  ಮಕ್ಕಳ  ಶಾಲೆ  ಹೊಸ  ಕಟ್ಟಡ  ಕೋಣೆ ನಂ 9 ಕುಡಚಿ,
5,9,ಜುನ್ನೇದಿಯಾ ಹಿ.ಪ್ರಾ.ಉರ್ದು ಶಾಲೆ   ಕೋಣೆ ನಂ 1 ಕುಡಚಿ,
5,10,ಜುನ್ನೇದಿಯಾ ಹಿ.ಪ್ರಾ.ಉರ್ದು ಶಾಲೆ   ಕೋಣೆ ನಂ 2 ಕುಡಚಿ,
5,11,ಜುನ್ನೇದಿಯಾ ಹಿ.ಪ್ರಾ ಕನ್ನಡ ಶಾಲೆ   ಕೋಣೆ ನಂ 7 ಕುಡಚಿ,
5,12,ಸ.ಹಿ.ಪ್ರಾ.ಕನ್ನಡ  ಶಾಲೆ  ರೂಮನಂ 2 ಅಂಬೇಡಕರ ನಗರ ಕುಡಚಿ,
5,13,ಸ.ಹಿ.ಪ್ರಾ.ಮರಾಠಿ ಶಾಲೆ  ರೂಮನಂ 3 ಅಂಬೇಡಕರ ನಗರ ಕುಡಚಿ,
5,14,ಸ.ಹಿ.ಪ್ರಾ ಮರಾಠಿ ಶಾಲೆ ಹೊಸ ಕಟ್ಟಡ ಉತ್ತರ ಭಾಗ ಕೊಣೆ ನಂ.1 ಅಂಬೇಡಕರ ನಗರ ಕುಡಚಿ,
5,15,ಸ.ಹಿ.ಪ್ರಾ  ಮರಾಠಿ  ಶಾಲೆ ಹೊಸ ಕಟ್ಟಡ ಪಶ್ಚಿಮ ಬಾಜು ಅಂಬೇಡಕರ ನಗರ ಕುಡಚಿ,
5,16,"ಉಪ ತಹಶೀಲದಾರ ಕಾರ್ಯಾಲಯ,ಕುಡಚಿ",
5,17,"ಕಾರ್ಯನಿರ್ವಾಹಕ ಅಭಿಯಂತರರ ಕಾರ್ಯಾಲಯ ಜಿ.ಎಲ್.ಬಿ.ಸಿ.ಕಛೇರಿ,ಕುಡಚಿ",
5,18,ಸ.ಕಿ.ಪ್ರಾ  ಕನ್ನಡ  ಶಾಲೆ  ಶಾಮ ನಗರ ಕುಡಚಿ,
5,19,"ಆಶ್ರಮ ಶಾಲೆ ಮಧ್ಯದ ಕೋಣೆ, ಕುಡಚಿ",
5,20,ಸ.ಕಿ.ಪ್ರಾ.ಉರ್ದು ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಹಾಳ ಜನ್ನು ಕುಡಚಿ,
5,21,ಸ.ಕಿ.ಪ್ರಾ.ಉರ್ದು ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ  ಜುನ್ನೆದ ನಗರ ಕುಡಚಿ,
5,22,ಸ.ಕಿ.ಪ್ರಾ.ಉರ್ದು ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಟೀಕನಾಳ ತೋಟ ಕುಡಚಿ,
5,23,ಸ.ಕಿ.ಪ್ರಾ.ಉರ್ದು ಶಾಲೆ  ಮದ್ಯದ ಕೋಣೆ ಡೊಂಗರಮಳ  ಕುಡಚಿ,
5,24,ಸ.ಕಿ ಪ್ರಾ.ಉರ್ದು ಶಾಲೆ  ಡೊಂಗರ ಮಾಳಾ ಪುರ್ವಕೋಣೆ ಕುಡಚಿ,
5,25,ಸ.ಹಿ.ಪ್ರಾ.ಉರ್ದು  ಶಾಲೆ ರೋಹಿಲೆ ತೋಟ ಕುಡಚಿ,
5,26,ಸ.ಹಿ.ಪ್ರಾ.ಕನ್ನಡ ಶಾಲೆ ದೇವಮೂರೆ ತೋಟ ಕುಡಚಿ,
5,27,ಸ.ಹಿ.ಪ್ರಾಉರ್ದು  ಶಾಲೆ  ಫೀರಮಹಮ್ಮದ ತೋಟ ರೂಮ ನಂ 1 ಕುಡಚಿ,
5,28,"ಸ.ಹಿ.ಪ್ರಾ.ಉರ್ದು ಸ್ಕೂಲ್ ಗಡ್ಡಾ ತೋಟ, ಕುಡಚಿ",
5,29,"ಸ.ಹಿ.ಪ್ರಾ.ಉರ್ದು ಶಾಲೆ, ದಕ್ಷಿಣ ರಾವಳೂ ತೋಟ ಕುಡಚಿ",
5,30,"ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಶಾಲೆ ಕೋಣೆ ನಂ 3 ಗುಂಡವಾಡ",
5,31,"ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಶಾಲೆ ಕೋಣೆ ನಂ 2 ಗುಂಡವಾಡ",
5,32,"ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಶಾಲೆ ಪೂರ್ವ ಕೋಣೆ  ಶಿರಗೂರ",
5,33,"ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಶಾಲೆ ಹೊಸ ಕಟ್ಟಡ ಪೂರ್ವ ಕೋಣೆ  ಶಿರಗೂರ",
5,34,"ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಶಾಲೆ ಪಶ್ಚಿಮ ಕೋಣೆ. ಶಿರಗೂರ",
5,35,"ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಶಾಲೆ ಹಾಳ ಶಿರಗೂರ",
5,36,"ನಮ್ಮೂರು ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಕೆಂದ್ರ ಶಾಲೆ ಪೂರ್ವದ ಕೋಣೆ ಪರಮಾನಂದವಾಡಿ",
5,37,"ನಮ್ಮೂರು ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಕೆಂದ್ರದ ಶಾಲೆ ಪೂರ್ವದ ಕೋಣೆ ನಂ.3 ಪರಮಾನಂದವಾಡಿ",
5,38,"ನಮ್ಮೂರು ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಕೇಂದ್ರ ಶಾಲೆ  ಪಶ್ಚಿಮ ಕೋಣೆ ನಂ.4, ಪರಮಾನಂದವಾಡಿ",
5,39,"ನಮ್ಮೂರು ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ  ಕೇಂದ್ರ ಶಾಲೆ  ದಕ್ಷೀಣ ಕೋಣೆ ನಂ.1, ಪರಮಾನಂದವಾಡಿ",
5,40,"ಸ,ಹಿ,ಪ್ರಾ ಕನ್ನಡ ಕೇಂದ್ರ ಶಾಲೆ  ಪಶ್ಚಿಮಭಾಗ ಕೋಣೆ ನಂ 6 ಪರಮಾನಂದವಾಡಿ",
5,41,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಶಾಲೆ ಪೂರ್ವ ಭಾಗ. ನಿಲಜಿ,
5,42,"ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಶಾಲೆ,ಆಫೀಸ ಹತ್ತಿರ  ಪೂರ್ವ ಭಾಗ ಕೋಣೆ ನಂ.1 ನಿಲಜಿ",
