AC NO,Part NO,Polling Station Name(Kannada),Polling Station Name(English)
29,1,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಕೋಣೆ ನಂ 1 ಯತ್ನಾಳ,
29,2,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಕೋಣೆ ನಂ 3 ಯತ್ನಾಳ,
29,3,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಅಳಗಿನಾಳ,
29,4,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ 4 ಘೊಣಸಗಿ,
29,5,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ 6 ಘೋಣಸಗಿ,
29,6,ಸರಕಾರಿ ಕನ್ನಡ  ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ.ನಂ.3 ಕನಮಡಿ,
29,7,ಗ್ರಾಮ ಪಂಚಾಯತ ಕಾರ್ಯಾಲಯ ಕನಮಡಿ,
29,8,ಸರಕಾರಿ ಕನ್ನಡ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ  ರೂಂ ನಂ 2 ಕನಮಡಿ,
29,9,ಸರಕಾರಿ ಕನ್ನಡ ಹೆಣ್ಣು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ 4 ಕನಮಡಿ,
29,10,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ,1 ಬಸ್‌ ಸ್ಟ್ಯಾಂಡ ಹತ್ತಿರ ಕನಮಡಿ",
29,11,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ  ರೂಂ.ನಂ 2 ಬಸ್ಟ್ಯಾಂಡ  ಹತ್ತಿರ ಕನಮಡಿ,
29,12,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ 3 ಬಸ್‌ ಸ್ಟ್ಯಾಂಡ  ಹತ್ತಿರ,ಕನಮಡಿ",
29,13,"ಸರಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ , ರೂಂ ನಂ 6 ಜಾಲಗೇರಿ",
29,14,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ,ರೂಂ ನಂ 4 ಜಾಲಗೇರಿ",
29,15,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ  ಹನುಮಾನ ನಗರ ಜಾಲಗೇರಿ,
29,16,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ರೂಂ ನಂ  2 ಜಾಲಗೇರಿ",
29,17,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಮಕ್ಕಳ ಶಾಲೆ, ರೂಂ ನಂ 10 ಜಾಲಗೇರಿ",
29,18,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ 3 ಜಾಲಗೇರಿ ಎಲ್ ಟಿ ನಂ 1,
29,19,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ 3 ಜಾಲಗೇರಿ ಎಲ್ ಟಿ ನಂ 1,
29,20,"ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕೋಣೆ ನಂ ,1 ಜಾಲಗೇರಿ (ಡೋಕಲವಾಡಿ)",
29,21,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ 1 ಅರಕೇರಿ,
29,22,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ 2 ಅರಕೇರಿ,
29,23,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ 3 ಅರಕೇರಿ,
29,24,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ  ರೂಂ ನಂ 4 ಅರಕೇರಿ,
29,25,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ1 ಸಿದ್ದಾಪೂರ(ಅ),
29,26,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ,ರೂಂ,ನಂ 3 ಸಿದ್ದಾಪೂರ (ಅ)",
29,27,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ.1 ಹಳೆಕಟ್ಟಡ ಅರಕೇರಿ ಎಲ್ ಟಿ 2,
29,28,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ,ನಂ 3 ಹಳೆ ಕಟ್ಟಡ ಅರಕೇರಿ ತಾಂಡಾ 2",
29,29,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಹಿರೆಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಅರಕೇರಿ ತಾಂಡಾ ನಂ,1",
29,30,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ 1 ಹುಬನೂರ,
29,31,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ ನಂ 2 ಹುಬನೂರ,
29,32,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ರೂಂ.ನಂ 6 ಟಕ್ಕಳಕಿ,
29,33,"ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ,ರೂಂ ನಂ 8 ಟಕ್ಕಳಕಿ",
29,34,ಸರಕಾರಿ ಕನ್ನಡ ಗಂಡು ಮಕ್ಕಳ ಶಾಲೆ ಇಂದಿರಾನಗರ (ದೊಡ್ಡತಾಂಡಾ )ಕೋಣೆ ನಂ 3 ಟಕ್ಕಳಕಿ,
